,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win_target,3_win_target,5_win_target,7_win_target,10_win_target
0,LAL,74,31,51,60.8,6,15,40.0,6,10,60.0,7,15,22,21,6,8,4,9,33,True,True,True,True,False
1,MIL,52,20,48,41.7,3,14,21.4,9,13,69.2,5,23,28,12,6,3,7,9,1,True,False,False,False,False
2,MIN,51,16,47,34.0,8,26,30.8,11,13,84.6,4,26,30,11,8,3,6,12,-1,False,False,False,False,False
3,NYK,51,22,51,43.1,4,14,28.6,3,6,50.0,5,23,28,15,5,0,4,12,3,True,True,True,True,True
4,ORL,62,23,51,45.1,8,18,44.4,8,8,100.0,6,16,22,11,4,7,3,11,4,True,True,True,True,True
5,PHX,41,15,39,38.5,2,9,22.2,9,11,81.8,6,11,17,14,12,1,2,11,-33,False,False,False,False,False
6,POR,48,17,47,36.2,6,17,35.3,8,13,61.5,6,21,27,11,5,3,3,4,-3,False,False,False,False,False
7,WAS,58,19,44,43.2,5,15,33.3,15,17,88.2,5,20,25,12,7,3,4,9,-4,False,False,False,False,False
8,BKN,65,23,43,53.5,8,18,44.4,11,13,84.6,9,16,25,18,9,2,0,10,5,False,False,False,False,False
9,CHA,52,18,46,39.1,6,17,35.3,10,13,76.9,5,13,18,13,4,4,0,9,-7,True,False,False,False,False
10,CHI,51,21,44,47.7,5,17,29.4,4,5,80.0,3,22,25,9,5,2,2,7,4,False,False,False,False,False
11,CLE,59,20,39,51.3,9,18,50.0,10,12,83.3,4,23,27,14,10,2,3,11,7,False,False,False,False,False
12,DAL,60,22,46,47.8,8,19,42.1,8,10,80.0,8,11,19,13,7,2,4,12,-5,True,True,True,True,True
13,DEN,62,24,44,54.5,4,13,30.8,10,12,83.3,6,14,20,15,6,6,2,9,-2,True,True,True,True,False
14,DET,63,23,48,47.9,5,17,29.4,12,15,80.0,4,16,20,10,6,6,1,14,-6,False,False,False,False,False
15,GSW,41,15,37,40.5,2,12,16.7,9,14,64.3,3,18,21,12,9,4,1,11,-17,False,False,False,False,False
16,IND,64,24,40,60.0,7,12,58.3,9,12,75.0,3,14,17,17,7,5,2,9,2,False,False,False,False,False
17,LAC,69,25,45,55.6,6,14,42.9,13,16,81.3,5,19,24,15,8,2,7,10,6,True,True,True,True,True
18,MEM,60,21,46,45.7,6,18,33.3,12,12,100.0,4,19,23,16,8,1,0,12,-3,False,False,False,False,False
19,MIA,42,17,41,41.5,6,15,40.0,2,4,50.0,4,23,27,12,9,4,3,6,3,True,True,True,True,False
20,MIN,58,22,49,44.9,7,18,38.9,7,8,87.5,5,18,23,15,5,4,3,12,17,True,True,True,True,True
21,OKC,46,19,45,42.2,4,16,25.0,4,6,66.7,3,16,19,7,3,5,5,6,-9,True,True,True,False,False
22,SAC,63,22,49,44.9,8,19,42.1,11,13,84.6,4,20,24,15,5,4,5,11,3,True,True,False,False,False
23,SAS,55,21,44,47.7,8,16,50.0,5,6,83.3,6,20,26,12,7,0,4,9,9,False,False,False,False,False
24,TOR,39,14,45,31.1,3,22,13.6,8,10,80.0,6,19,25,8,6,3,3,6,-3,False,False,False,False,False
25,UTA,47,17,42,40.5,7,19,36.8,6,10,60.0,5,16,21,10,5,4,2,6,-4,True,True,False,False,False
26,ATL,55,19,44,43.2,10,25,40.0,7,8,87.5,2,18,20,13,7,5,2,14,2,False,False,False,False,False
27,BOS,53,19,48,39.6,3,14,21.4,12,17,70.6,9,22,31,10,7,5,2,9,-2,True,False,False,False,False
28,HOU,60,21,45,46.7,5,16,31.3,13,17,76.5,5,20,25,11,4,2,2,11,7,True,True,True,True,False
29,LAL,74,26,46,56.5,8,12,66.7,14,17,82.4,4,18,22,17,5,6,2,8,12,True,True,True,True,False
30,MIA,44,17,43,39.5,2,17,11.8,8,9,88.9,4,19,23,9,6,3,1,13,-12,False,False,False,False,False
31,NOP,62,26,50,52.0,7,19,36.8,3,4,75.0,3,13,16,14,8,1,6,11,-12,False,False,False,False,False
32,NYK,61,24,50,48.0,5,19,26.3,8,13,61.5,9,21,30,9,7,3,1,13,10,False,False,False,False,False
33,ORL,56,17,45,37.8,7,18,38.9,15,16,93.8,6,20,26,13,5,2,1,6,12,True,True,True,True,True
34,PHI,53,21,47,44.7,2,13,15.4,9,12,75.0,3,19,22,14,4,2,4,11,-7,False,False,False,False,False
35,PHX,51,19,43,44.2,0,9,0.0,13,16,81.3,3,16,19,12,4,2,2,10,-10,True,True,True,True,False
36,POR,66,26,46,56.5,3,11,27.3,11,16,68.8,6,12,18,9,4,3,4,10,8,True,True,True,True,True
37,WAS,58,21,44,47.7,6,16,37.5,10,11,90.9,5,12,17,11,7,3,2,14,-8,False,False,False,False,False
38,ATL,64,22,42,52.4,9,19,47.4,11,12,91.7,3,16,19,12,5,4,1,13,4,True,True,False,False,False
39,BKN,52,19,34,55.9,8,19,42.1,6,8,75.0,4,18,22,15,16,2,8,11,4,False,False,False,False,False
40,BOS,55,22,42,52.4,4,12,33.3,7,8,87.5,8,15,23,12,10,6,2,8,3,True,True,True,False,False
41,CHA,57,23,42,54.8,4,9,44.4,7,8,87.5,7,20,27,14,7,3,1,12,13,True,False,False,False,False
42,CHI,52,16,40,40.0,10,19,52.6,10,14,71.4,6,13,19,12,8,8,4,7,-3,False,False,False,False,False
43,CLE,53,21,45,46.7,5,12,41.7,6,8,75.0,4,17,21,9,4,0,0,13,-13,False,False,False,False,False
44,DAL,44,17,44,38.6,4,22,18.2,6,7,85.7,8,11,19,8,5,1,2,7,-13,False,False,False,False,False
45,DEN,55,20,46,43.5,2,16,12.5,13,15,86.7,2,17,19,7,6,4,1,9,-6,False,False,False,False,False
46,DET,56,22,41,53.7,9,19,47.4,3,3,100.0,4,13,17,13,12,7,3,12,-3,True,True,True,False,False
47,GSW,59,21,44,47.7,8,12,66.7,9,12,75.0,9,14,23,17,8,6,1,7,3,False,False,False,False,False
48,IND,60,20,40,50.0,7,17,41.2,13,14,92.9,4,12,16,14,6,2,1,11,-4,False,False,False,False,False
49,LAC,57,22,46,47.8,4,14,28.6,9,11,81.8,5,22,27,9,10,3,1,10,-8,False,False,False,False,False
50,MEM,65,23,52,44.2,11,26,42.3,8,10,80.0,7,19,26,16,6,7,5,11,8,True,True,True,True,True
51,MIL,71,25,44,56.8,12,23,52.2,9,14,64.3,3,16,19,17,2,3,3,7,5,True,True,True,True,False
52,NOP,52,17,39,43.6,9,21,42.9,9,13,69.2,2,20,22,13,12,7,3,13,4,True,False,False,False,False
53,OKC,66,25,50,50.0,6,13,46.2,10,10,100.0,6,18,24,15,3,3,3,7,13,True,True,True,True,True
54,ORL,47,19,42,45.2,3,16,18.8,6,7,85.7,2,23,25,10,3,2,2,6,-5,False,False,False,False,False
55,SAC,48,15,40,37.5,4,10,40.0,14,20,70.0,6,19,25,6,12,7,0,10,-4,False,False,False,False,False
56,SAS,66,26,46,56.5,8,17,47.1,6,7,85.7,3,18,21,13,4,2,0,8,-5,False,False,False,False,False
57,TOR,48,19,51,37.3,3,13,23.1,7,11,63.6,9,10,19,10,5,4,2,8,-4,True,True,True,True,True
58,UTA,52,21,47,44.7,5,18,27.8,5,8,62.5,6,20,26,9,3,1,1,4,5,True,True,True,True,True
59,WAS,61,23,44,52.3,4,7,57.1,11,14,78.6,5,20,25,12,8,1,4,15,6,True,True,True,True,True
60,CLE,48,18,41,43.9,2,10,20.0,10,12,83.3,5,17,22,5,9,2,2,9,-18,False,False,False,False,False
61,DET,47,14,40,35.0,4,12,33.3,15,15,100.0,4,19,23,9,9,3,5,9,-9,False,False,False,False,False
62,LAC,76,25,42,59.5,10,17,58.8,16,16,100.0,5,14,19,14,11,2,0,10,7,True,False,False,False,False
63,LAL,56,24,46,52.2,5,11,45.5,3,5,60.0,2,18,20,16,6,4,12,10,9,True,True,True,False,False
64,MEM,62,25,45,55.6,11,25,44.0,1,2,50.0,1,19,20,17,6,2,2,9,5,True,True,True,False,False
65,MIA,65,26,43,60.5,9,20,45.0,4,8,50.0,2,21,23,19,3,2,4,10,19,True,True,True,True,True
66,MIN,66,26,51,51.0,9,23,39.1,5,7,71.4,7,16,23,16,6,6,2,10,18,True,True,True,True,True
67,NYK,69,26,45,57.8,8,14,57.1,9,14,64.3,4,11,15,13,9,6,2,13,-7,False,False,False,False,False
68,PHX,57,24,47,51.1,2,12,16.7,7,10,70.0,6,18,24,11,4,2,0,6,-5,False,False,False,False,False
69,POR,46,15,42,35.7,3,14,21.4,13,14,92.9,4,16,20,7,4,2,1,5,-19,False,False,False,False,False
70,ATL,56,19,41,46.3,11,26,42.3,7,10,70.0,2,15,17,15,7,1,3,9,-8,False,False,False,False,False
71,BKN,39,14,47,29.8,6,25,24.0,5,6,83.3,3,18,21,13,7,5,0,7,-13,False,False,False,False,False
72,BOS,40,14,48,29.2,5,19,26.3,7,10,70.0,7,20,27,7,6,2,4,9,-11,False,False,False,False,False
73,CHA,44,18,44,40.9,5,16,31.3,3,4,75.0,5,21,26,13,6,2,2,4,2,False,False,False,False,False
74,CHI,55,22,50,44.0,5,16,31.3,6,7,85.7,9,12,21,13,3,4,3,11,-6,False,False,False,False,False
75,DAL,61,21,38,55.3,7,16,43.8,12,14,85.7,3,17,20,14,7,2,1,6,6,True,True,True,True,False
76,DEN,64,25,48,52.1,5,13,38.5,9,12,75.0,3,17,20,15,2,3,3,9,8,True,True,True,True,False
77,GSW,40,16,45,35.6,0,13,0.0,8,10,80.0,6,21,27,9,10,4,2,8,-12,False,False,False,False,False
78,IND,42,18,45,40.0,5,16,31.3,1,2,50.0,5,19,24,11,5,4,4,10,-2,True,True,True,True,True
79,MIL,52,19,50,38.0,9,26,34.6,5,5,100.0,5,15,20,12,2,3,4,6,-13,False,False,False,False,False
80,NOP,64,24,52,46.2,7,17,41.2,9,11,81.8,8,20,28,11,3,3,3,10,-4,False,False,False,False,False
81,OKC,52,19,46,41.3,6,16,37.5,8,10,80.0,8,18,26,8,9,2,2,8,-10,False,False,False,False,False
82,ORL,52,21,42,50.0,5,14,35.7,5,10,50.0,4,28,32,9,11,4,2,7,13,True,True,True,True,True
83,PHI,62,25,46,54.3,8,14,57.1,4,5,80.0,3,16,19,17,5,4,0,11,10,True,True,True,False,False
84,SAC,52,20,42,47.6,5,15,33.3,7,10,70.0,1,18,19,12,8,3,2,8,12,True,True,True,True,True
85,SAS,65,23,44,52.3,12,20,60.0,7,7,100.0,3,24,27,13,7,0,1,7,13,True,True,True,True,True
86,UTA,68,25,51,49.0,10,17,58.8,8,11,72.7,6,19,25,10,3,2,1,11,4,True,False,False,False,False
87,WAS,51,21,45,46.7,4,12,33.3,5,10,50.0,4,24,28,12,4,2,6,9,11,True,True,False,False,False
88,BKN,48,19,44,43.2,6,18,33.3,4,6,66.7,5,22,27,9,9,2,4,11,-1,False,False,False,False,False
89,CLE,67,26,44,59.1,7,14,50.0,8,9,88.9,4,20,24,17,7,5,4,9,13,False,False,False,False,False
90,DET,54,20,46,43.5,4,15,26.7,10,11,90.9,5,12,17,12,5,1,0,8,-13,True,False,False,False,False
91,LAL,62,21,38,55.3,7,13,53.8,13,15,86.7,2,22,24,14,11,5,6,8,17,True,True,True,True,True
92,MEM,51,19,44,43.2,4,18,22.2,9,10,90.0,4,16,20,12,9,5,3,9,-5,True,True,True,False,False
93,MIN,56,23,49,46.9,6,21,28.6,4,7,57.1,8,18,26,13,10,6,1,11,5,False,False,False,False,False
94,NYK,45,19,53,35.8,3,12,25.0,4,4,100.0,10,13,23,8,8,7,2,13,-17,False,False,False,False,False
95,OKC,49,17,47,36.2,5,16,31.3,10,12,83.3,6,19,25,10,6,6,1,8,1,True,True,True,True,False
96,PHX,53,22,43,51.2,6,19,31.6,3,5,60.0,5,15,20,14,8,2,0,9,0,False,False,False,False,False
97,POR,46,18,48,37.5,4,16,25.0,6,6,100.0,5,21,26,9,4,4,4,9,-10,True,False,False,False,False
98,SAC,53,20,40,50.0,7,16,43.8,6,6,100.0,5,15,20,9,10,4,0,11,0,True,True,True,True,True
99,TOR,56,19,50,38.0,8,21,38.1,10,15,66.7,13,22,35,10,4,1,5,8,10,False,False,False,False,False
100,ATL,62,21,54,38.9,8,23,34.8,12,13,92.3,7,17,24,13,7,3,4,15,-15,False,False,False,False,False
101,BOS,47,17,45,37.8,6,21,28.6,7,8,87.5,2,15,17,12,8,5,1,5,-18,False,False,False,False,False
102,CHA,55,19,34,55.9,9,18,50.0,8,9,88.9,4,16,20,16,13,1,2,11,-5,False,False,False,False,False
103,CHI,48,20,48,41.7,5,15,33.3,3,8,37.5,6,18,24,10,7,8,1,9,0,False,False,False,False,False
104,DAL,59,23,40,57.5,6,15,40.0,7,11,63.6,2,14,16,17,6,6,4,9,3,False,False,False,False,False
105,DEN,56,21,40,52.5,2,8,25.0,12,14,85.7,4,14,18,16,8,3,2,10,-3,True,False,False,False,False
106,GSW,39,13,43,30.2,5,18,27.8,8,9,88.9,8,24,32,13,11,1,2,12,-8,False,False,False,False,False
107,HOU,77,25,44,56.8,8,18,44.4,19,25,76.0,5,23,28,16,7,6,3,11,15,True,True,True,False,False
108,IND,49,19,41,46.3,3,10,30.0,8,10,80.0,3,14,17,12,5,1,2,8,-13,False,False,False,False,False
109,MIA,62,24,42,57.1,8,18,44.4,6,8,75.0,1,21,22,15,4,3,2,8,13,True,True,True,True,True
110,MIL,47,16,48,33.3,4,23,17.4,11,12,91.7,3,22,25,10,2,5,3,9,8,True,True,True,True,False
111,NOP,48,18,48,37.5,7,28,25.0,5,7,71.4,8,21,29,15,11,3,4,6,0,True,True,True,True,True
112,NYK,53,22,50,44.0,3,11,27.3,6,6,100.0,5,12,17,8,4,2,0,12,-19,False,False,False,False,False
113,ORL,69,23,41,56.1,6,14,42.9,17,21,81.0,5,19,24,14,6,5,0,10,17,True,True,True,True,True
114,SAS,65,29,48,60.4,4,13,30.8,3,3,100.0,4,23,27,14,5,4,5,8,18,True,True,True,True,True
115,TOR,60,20,41,48.8,8,16,50.0,12,13,92.3,3,9,12,16,5,5,1,9,5,True,False,False,False,False
116,UTA,72,26,40,65.0,9,18,50.0,11,19,57.9,4,21,25,14,5,2,5,8,19,True,True,True,True,True
117,WAS,52,20,42,47.6,4,12,33.3,8,13,61.5,4,14,18,14,8,5,3,12,-17,False,False,False,False,False
118,BOS,55,21,47,44.7,8,20,40.0,5,5,100.0,5,18,23,10,7,4,1,8,7,False,False,False,False,False
119,CLE,50,21,42,50.0,1,6,16.7,7,12,58.3,5,10,15,8,8,2,2,10,-11,True,False,False,False,False
120,DET,61,25,47,53.2,3,9,33.3,8,10,80.0,11,12,23,9,5,4,5,14,11,False,False,False,False,False
121,HOU,48,16,40,40.0,6,17,35.3,10,11,90.9,5,14,19,6,6,0,1,10,-12,False,False,False,False,False
122,MIN,59,24,52,46.2,5,15,33.3,6,12,50.0,9,20,29,15,3,4,3,10,12,True,True,True,True,True
123,OKC,60,22,44,50.0,7,15,46.7,9,12,75.0,7,17,24,13,3,3,2,10,12,True,True,True,True,True
124,PHI,48,18,42,42.9,6,16,37.5,6,10,60.0,5,14,19,11,7,3,2,7,-7,True,True,True,True,True
125,POR,47,17,45,37.8,6,17,35.3,7,9,77.8,3,18,21,5,7,2,4,11,-12,False,False,False,False,False
126,ATL,51,20,43,46.5,2,13,15.4,9,17,52.9,5,25,30,9,10,3,6,14,-5,False,False,False,False,False
127,BKN,57,24,47,51.1,9,22,40.9,0,3,0.0,6,18,24,15,10,2,2,11,-12,True,True,False,False,False
128,CHA,38,14,37,37.8,3,12,25.0,7,8,87.5,6,14,20,8,11,3,0,6,-23,False,False,False,False,False
129,CHI,46,16,38,42.1,6,15,40.0,8,11,72.7,2,17,19,7,11,5,2,9,-8,False,False,False,False,False
130,DAL,58,19,50,38.0,5,21,23.8,15,22,68.2,12,14,26,8,8,2,2,10,-21,False,False,False,False,False
131,GSW,53,21,49,42.9,4,19,21.1,7,9,77.8,7,18,25,16,7,5,1,9,5,False,False,False,False,False
132,IND,54,23,41,56.1,3,14,21.4,5,8,62.5,3,21,24,16,10,4,4,11,8,True,True,True,True,True
133,LAC,48,19,40,47.5,7,20,35.0,3,4,75.0,3,20,23,15,12,4,3,11,-5,True,True,True,True,False
134,LAL,79,29,52,55.8,8,18,44.4,13,15,86.7,9,19,28,13,3,5,3,15,21,True,True,True,True,True
135,MEM,63,24,54,44.4,7,24,29.2,8,8,100.0,6,22,28,18,2,3,5,7,6,True,True,True,True,True
136,MIA,69,25,45,55.6,4,14,28.6,15,17,88.2,4,18,22,15,3,6,3,8,12,False,False,False,False,False
137,MIL,53,22,46,47.8,4,21,19.0,5,8,62.5,2,23,25,13,8,5,1,7,9,True,True,True,True,True
138,NOP,67,26,45,57.8,12,21,57.1,3,6,50.0,4,17,21,20,12,6,4,5,6,True,True,True,True,True
139,NYK,61,27,53,50.9,4,12,33.3,3,6,50.0,8,14,22,18,7,8,1,5,-6,False,False,False,False,False
140,ORL,48,18,45,40.0,4,13,30.8,8,9,88.9,6,13,19,9,8,2,4,11,-10,False,False,False,False,False
141,PHX,58,20,41,48.8,6,14,42.9,12,12,100.0,5,18,23,13,7,2,6,11,10,True,True,False,False,False
142,SAC,44,18,43,41.9,3,17,17.6,5,6,83.3,1,21,22,9,10,5,1,11,-9,False,False,False,False,False
143,SAS,57,22,47,46.8,8,18,44.4,5,6,83.3,3,20,23,18,5,0,4,9,-6,False,False,False,False,False
144,UTA,61,23,43,53.5,10,22,45.5,5,6,83.3,6,15,21,17,4,7,4,8,23,True,True,True,True,True
145,WAS,56,21,61,34.4,4,14,28.6,10,15,66.7,13,16,29,15,5,6,0,14,5,True,True,True,True,False
146,BOS,72,27,51,52.9,6,11,54.5,12,14,85.7,5,18,23,16,3,7,0,13,15,True,True,True,True,True
147,CHI,61,26,47,55.3,6,17,35.3,3,4,75.0,4,17,21,16,4,4,4,10,12,True,True,True,True,False
148,CLE,51,22,45,48.9,4,15,26.7,3,3,100.0,5,22,27,11,9,5,0,8,9,True,True,True,True,False
149,DAL,41,16,37,43.2,3,13,23.1,6,8,75.0,2,21,23,6,11,2,2,7,-9,True,True,True,True,True
150,DEN,42,18,47,38.3,3,17,17.6,3,6,50.0,8,15,23,8,5,4,1,5,-9,False,False,False,False,False
151,DET,49,18,39,46.2,3,12,25.0,10,16,62.5,5,17,22,8,8,3,1,10,-12,False,False,False,False,False
152,HOU,57,20,45,44.4,7,20,35.0,10,13,76.9,6,28,34,11,16,5,4,11,16,True,True,True,True,True
153,LAL,73,29,50,58.0,10,13,76.9,5,6,83.3,7,22,29,10,6,0,4,8,24,True,True,True,True,True
154,MIL,64,25,56,44.6,8,22,36.4,6,10,60.0,5,26,31,9,2,3,1,6,9,True,True,True,True,True
155,MIN,41,15,51,29.4,4,24,16.7,7,14,50.0,8,16,24,11,10,10,3,10,-16,False,False,False,False,False
156,NOP,57,21,47,44.7,8,21,38.1,7,12,58.3,8,15,23,15,9,0,4,11,-15,False,False,False,False,False
157,OKC,49,21,50,42.0,2,14,14.3,5,6,83.3,4,14,18,12,2,3,4,6,-24,False,False,False,False,False
158,PHI,50,22,55,40.0,2,19,10.5,4,5,80.0,11,17,28,10,2,7,4,7,9,False,False,False,False,False
159,POR,55,20,47,42.6,7,20,35.0,8,10,80.0,2,23,25,8,6,1,2,11,-9,False,False,False,False,False
160,ATL,46,16,48,33.3,7,25,28.0,7,7,100.0,1,13,14,11,4,9,1,14,-24,False,False,False,False,False
161,BKN,70,25,38,65.8,9,16,56.3,11,19,57.9,3,27,30,15,11,2,0,8,24,True,True,True,True,True
162,CHA,45,18,45,40.0,4,17,23.5,5,9,55.6,6,17,23,10,9,6,1,7,-1,False,False,False,False,False
163,DEN,66,23,42,54.8,7,14,50.0,13,17,76.5,6,17,23,15,5,5,1,9,14,True,True,True,True,False
164,GSW,59,18,46,39.1,10,16,62.5,13,18,72.2,7,19,26,12,6,4,3,8,-1,False,False,False,False,False
165,LAC,52,20,40,50.0,5,17,29.4,7,9,77.8,2,15,17,14,8,3,1,12,-14,False,False,False,False,False
166,MEM,60,22,54,40.7,5,16,31.3,11,13,84.6,13,22,35,16,8,4,2,11,1,True,True,True,True,True
167,MIA,60,21,40,52.5,4,16,25.0,14,16,87.5,5,18,23,10,7,1,3,10,5,False,False,False,False,False
168,NYK,55,22,48,45.8,3,16,18.8,8,10,80.0,7,15,22,10,3,5,1,11,-5,True,False,False,False,False
169,PHX,46,21,41,51.2,3,8,37.5,1,6,16.7,4,20,24,10,10,4,4,6,1,True,True,True,True,False
170,SAS,43,16,45,35.6,3,15,20.0,8,13,61.5,5,22,27,11,6,4,3,6,-8,True,False,False,False,False
171,TOR,51,20,48,41.7,8,25,32.0,3,3,100.0,3,23,26,13,7,4,2,9,8,False,False,False,False,False
172,UTA,55,24,45,53.3,4,17,23.5,3,3,100.0,4,15,19,12,9,3,1,8,-11,True,True,True,True,True
173,WAS,66,29,47,61.7,4,8,50.0,4,4,100.0,2,14,16,15,5,4,0,3,11,False,False,False,False,False
174,BOS,55,21,40,52.5,4,11,36.4,9,11,81.8,5,20,25,14,5,2,2,9,18,True,True,True,True,True
175,CHA,46,17,46,37.0,4,14,28.6,8,12,66.7,7,14,21,8,5,5,2,11,-16,False,False,False,False,False
176,CHI,37,13,38,34.2,1,13,7.7,10,12,83.3,2,14,16,4,5,1,2,10,-18,False,False,False,False,False
177,CLE,48,19,41,46.3,3,11,27.3,7,8,87.5,4,18,22,11,10,3,1,8,1,False,False,False,False,False
178,DET,52,17,41,41.5,5,14,35.7,13,17,76.5,1,15,16,11,5,5,1,11,-11,False,False,False,False,False
179,IND,40,15,44,34.1,4,12,33.3,6,8,75.0,3,22,25,11,7,2,4,5,-9,True,True,True,False,False
180,LAL,47,19,43,44.2,2,13,15.4,7,10,70.0,6,13,19,14,5,1,2,11,-1,True,True,True,True,True
181,MIN,60,23,47,48.9,4,14,28.6,10,13,76.9,4,14,18,12,6,6,3,14,-3,False,False,False,False,False
182,NOP,63,23,41,56.1,3,9,33.3,14,17,82.4,4,23,27,12,10,3,4,10,11,True,True,True,False,False
183,OKC,63,21,41,51.2,5,11,45.5,16,18,88.9,3,20,23,13,8,2,3,6,3,True,True,True,True,True
184,ORL,65,23,52,44.2,7,18,38.9,12,12,100.0,7,19,26,11,2,4,2,5,13,True,False,False,False,False
185,PHI,49,21,49,42.9,3,16,18.8,4,6,66.7,5,25,30,13,4,4,3,5,9,False,False,False,False,False
186,POR,62,23,39,59.0,9,17,52.9,7,7,100.0,1,22,23,13,8,2,2,11,16,True,False,False,False,False
187,SAC,52,22,45,48.9,5,15,33.3,3,3,100.0,3,20,23,10,7,1,1,9,-13,False,False,False,False,False
188,ATL,56,24,51,47.1,5,15,33.3,3,3,100.0,10,13,23,10,6,1,4,11,5,True,True,True,True,True
189,BKN,45,21,46,45.7,2,9,22.2,1,5,20.0,7,18,25,9,8,2,2,5,-14,False,False,False,False,False
190,CLE,50,20,48,41.7,7,16,43.8,3,3,100.0,4,13,17,13,5,3,2,9,-16,False,False,False,False,False
191,DAL,65,26,47,55.3,6,18,33.3,7,11,63.6,8,22,30,17,4,2,0,10,18,True,True,True,True,True
192,GSW,47,19,45,42.2,4,17,23.5,5,6,83.3,3,12,15,12,4,3,1,7,-18,False,False,False,False,False
193,HOU,61,20,45,44.4,5,23,21.7,16,17,94.1,7,16,23,10,8,2,2,10,-6,False,False,False,False,False
194,LAC,66,25,44,56.8,11,21,52.4,5,7,71.4,7,20,27,20,7,1,7,3,16,True,True,True,True,True
195,MEM,67,26,47,55.3,6,17,35.3,9,11,81.8,1,16,17,20,3,6,4,10,6,True,True,True,True,True
196,MIL,65,23,48,47.9,8,19,42.1,11,15,73.3,5,29,34,14,5,3,5,10,25,True,True,True,True,True
197,NYK,40,15,50,30.0,5,16,31.3,5,8,62.5,5,21,26,9,6,3,1,12,-25,False,False,False,False,False
198,PHX,51,19,39,48.7,2,9,22.2,11,14,78.6,5,13,18,9,6,3,2,6,-5,False,False,False,False,False
199,UTA,59,23,49,46.9,7,22,31.8,6,6,100.0,4,18,22,12,4,5,2,7,14,True,True,True,True,True
200,BKN,57,21,44,47.7,8,14,57.1,7,10,70.0,4,14,18,13,8,6,1,8,3,False,False,False,False,False
201,BOS,59,26,50,52.0,6,16,37.5,1,4,25.0,8,15,23,14,2,2,1,6,2,False,False,False,False,False
202,CHA,42,17,43,39.5,6,17,35.3,2,3,66.7,6,13,19,16,9,3,3,13,-15,False,False,False,False,False
203,CHI,55,23,44,52.3,4,18,22.2,5,10,50.0,4,13,17,13,6,6,2,12,-5,True,True,True,True,False
204,DAL,71,29,53,54.7,7,22,31.8,6,6,100.0,9,15,24,14,5,3,1,7,4,True,True,False,False,False
205,DEN,57,21,41,51.2,6,17,35.3,9,13,69.2,3,18,21,16,7,4,4,6,15,True,True,True,True,True
206,DET,57,23,37,62.2,6,17,35.3,5,9,55.6,0,15,15,14,5,1,3,7,-2,True,True,True,True,True
207,HOU,47,18,54,33.3,7,26,26.9,4,8,50.0,7,19,26,8,6,3,3,11,-13,False,False,False,False,False
208,IND,54,22,44,50.0,5,14,35.7,5,7,71.4,5,15,20,17,9,5,2,7,-5,True,True,False,False,False
209,LAL,58,26,52,50.0,4,15,26.7,2,4,50.0,10,18,28,17,10,3,6,6,-7,False,False,False,False,False
210,MIA,51,20,47,42.6,11,22,50.0,0,0,0.0,5,23,28,13,6,1,2,5,0,True,True,True,False,False
211,MIN,59,24,42,57.1,7,13,53.8,4,7,57.1,4,18,22,19,8,3,4,7,5,False,False,False,False,False
212,OKC,55,19,39,48.7,9,22,40.9,8,9,88.9,1,13,14,15,13,6,2,10,-18,False,False,False,False,False
213,ORL,65,25,54,46.3,5,12,41.7,10,10,100.0,8,16,24,13,5,8,2,6,7,True,False,False,False,False
214,PHI,54,24,45,53.3,4,12,33.3,2,4,50.0,6,17,23,13,9,3,6,9,-3,True,True,True,True,True
215,POR,60,21,49,42.9,4,15,26.7,14,18,77.8,8,28,36,13,6,4,4,10,13,True,True,True,True,False
216,SAC,67,27,51,52.9,7,17,41.2,6,9,66.7,7,13,20,13,5,3,0,8,-4,False,False,False,False,False
217,SAS,51,21,45,46.7,6,15,40.0,3,5,60.0,2,18,20,10,2,6,3,4,0,False,False,False,False,False
218,TOR,73,28,44,63.6,8,15,53.3,9,12,75.0,2,16,18,18,7,9,0,11,18,True,True,True,True,False
219,WAS,60,20,37,54.1,6,11,54.5,14,18,77.8,3,16,19,15,10,5,3,7,5,False,False,False,False,False
220,BOS,58,20,48,41.7,7,25,28.0,11,14,78.6,2,16,18,5,4,3,3,11,-18,False,False,False,False,False
221,DEN,45,15,49,30.6,7,17,41.2,8,8,100.0,8,17,25,9,10,7,3,7,-17,True,False,False,False,False
222,GSW,62,21,43,48.8,12,23,52.2,8,8,100.0,4,21,25,18,10,5,3,9,17,False,False,False,False,False
223,LAC,67,26,47,55.3,9,17,52.9,6,8,75.0,4,23,27,16,3,0,3,7,19,True,True,True,True,True
224,MIL,76,26,42,61.9,12,15,80.0,12,15,80.0,1,24,25,14,7,3,2,12,18,True,True,False,False,False
225,NOP,56,20,42,47.6,6,12,50.0,10,13,76.9,4,19,23,10,6,5,5,8,7,True,True,True,False,False
226,NYK,52,20,49,40.8,4,10,40.0,8,11,72.7,5,19,24,11,8,6,1,9,-6,False,False,False,False,False
227,ORL,48,17,47,36.2,7,18,38.9,7,8,87.5,3,15,18,13,2,1,1,11,-19,False,False,False,False,False
228,PHX,58,24,52,46.2,5,17,29.4,5,8,62.5,10,23,33,13,11,5,3,9,6,True,True,True,True,True
229,UTA,49,21,45,46.7,4,13,30.8,3,5,60.0,5,16,21,12,9,3,4,11,-7,False,False,False,False,False
