,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,Team1,Team2,win_target,3_win_target,5_win_target,7_win_target,10_win_target
1325,POR,104,40,92,43.5,16,29,55.2,8,13,61.5,11,37,48,20,17,5,4,23,POR,NOP,False,False,False,False,False
1326,MEM,114,39,84,46.4,16,36,44.4,20,24,83.3,9,36,45,29,16,4,3,17,MEM,DEN,False,False,False,False,False
1327,NOP,94,37,82,45.1,16,35,45.7,4,6,66.7,7,24,31,23,18,10,2,16,NOP,MIA,False,False,False,False,False
1328,SAC,97,36,82,43.9,16,39,41.0,9,9,100.0,10,33,43,24,18,7,0,22,SAC,LAL,False,False,False,False,False
1329,CHA,117,43,87,49.4,16,36,44.4,15,19,78.9,7,27,34,27,15,8,5,12,CHA,MEM,False,False,False,False,False
1330,BOS,140,49,96,51.0,16,36,44.4,26,29,89.7,10,34,44,32,12,5,5,26,BOS,WAS,True,True,True,False,False
1331,PHX,115,43,91,47.3,16,38,42.1,13,17,76.5,6,33,39,32,11,3,4,22,PHX,LAL,False,False,False,False,False
1332,UTA,122,40,81,49.4,16,35,45.7,26,32,81.3,5,38,43,30,12,3,3,16,UTA,GSW,True,True,True,True,True
1333,DET,114,39,87,44.8,16,32,50.0,20,25,80.0,12,27,39,25,17,9,5,22,DET,MIN,False,False,False,False,False
1334,BKN,119,41,99,41.4,16,37,43.2,21,30,70.0,16,35,51,18,9,6,9,25,BKN,POR,True,True,False,False,False
1335,MIN,121,43,96,44.8,16,45,35.6,19,26,73.1,10,26,36,29,11,9,7,22,MIN,MEM,False,False,False,False,False
1336,BKN,135,49,92,53.3,16,41,39.0,21,28,75.0,12,33,45,32,23,13,3,18,BKN,NOP,True,True,True,True,False
1337,CHI,112,39,89,43.8,16,40,40.0,18,23,78.3,11,31,42,29,17,6,1,18,CHI,DET,True,True,True,False,False
1338,CHA,118,46,84,54.8,16,32,50.0,10,14,71.4,10,36,46,30,21,8,3,17,CHA,SAC,True,True,True,False,False
1339,MIA,131,46,101,45.5,16,44,36.4,23,36,63.9,8,46,54,33,18,7,3,30,MIA,MIL,True,True,False,False,False
1340,WAS,122,47,95,49.5,16,34,47.1,12,17,70.6,8,33,41,30,13,3,8,15,WAS,SAS,False,False,False,False,False
1341,BKN,113,37,78,47.4,16,37,43.2,23,34,67.6,11,35,46,21,26,11,2,26,BKN,NYK,True,True,False,False,False
1342,HOU,111,33,90,36.7,16,48,33.3,29,39,74.4,10,47,57,25,14,6,6,25,HOU,MIL,False,False,False,False,False
1343,MIL,117,46,99,46.5,16,46,34.8,9,18,50.0,6,47,53,31,11,7,10,27,MIL,HOU,True,True,True,False,False
1344,DAL,107,34,94,36.2,17,43,39.5,22,24,91.7,12,30,42,19,9,5,6,18,DAL,MEM,False,False,False,False,False
1345,DEN,127,46,90,51.1,17,34,50.0,18,25,72.0,12,38,50,30,14,5,7,22,DEN,POR,True,True,True,True,True
1346,UTA,100,36,78,46.2,17,37,45.9,11,17,64.7,5,30,35,24,16,4,6,17,UTA,DEN,False,False,False,False,False
1347,HOU,112,40,94,42.6,17,47,36.2,15,18,83.3,9,30,39,21,15,8,5,23,HOU,POR,False,False,False,False,False
1348,DEN,96,32,86,37.2,17,45,37.8,15,18,83.3,13,31,44,23,19,9,4,16,DEN,MEM,False,False,False,False,False
1349,TOR,118,41,81,50.6,17,35,48.6,19,23,82.6,5,26,31,25,7,10,6,20,TOR,NYK,True,True,True,False,False
1350,IND,129,50,87,57.5,17,28,60.7,12,13,92.3,5,31,36,35,12,15,4,20,IND,GSW,True,True,True,True,True
1351,UTA,129,50,93,53.8,17,40,42.5,12,23,52.2,15,41,56,31,11,5,3,19,UTA,GSW,True,True,True,True,True
1352,MIA,134,43,85,50.6,17,33,51.5,31,36,86.1,6,37,43,29,16,3,6,18,MIA,WAS,True,True,False,False,False
1353,SAS,120,43,87,49.4,17,31,54.8,17,22,77.3,6,25,31,30,9,12,7,23,SAS,PHX,True,False,False,False,False
1354,MIL,117,45,89,50.6,17,37,45.9,10,16,62.5,5,49,54,30,20,8,6,16,MIL,BKN,True,True,True,True,True
1355,MIN,114,40,88,45.5,17,39,43.6,17,21,81.0,7,29,36,22,13,4,1,19,MIN,IND,False,False,False,False,False
1356,DEN,134,47,100,47.0,17,35,48.6,23,26,88.5,15,41,56,31,21,11,6,23,DEN,GSW,True,False,False,False,False
1357,MIA,106,41,88,46.6,17,40,42.5,7,13,53.8,8,41,49,26,10,4,5,14,MIA,SAS,True,True,True,False,False
1358,TOR,104,39,96,40.6,17,48,35.4,9,11,81.8,8,37,45,30,12,7,3,23,TOR,SAS,False,False,False,False,False
1359,GSW,102,35,92,38.0,17,34,50.0,15,21,71.4,12,35,47,23,22,11,6,18,GSW,MEM,False,False,False,False,False
1360,SAS,121,42,87,48.3,17,40,42.5,20,23,87.0,5,32,37,29,11,3,6,17,SAS,MEM,False,False,False,False,False
1361,LAL,117,41,82,50.0,17,36,47.2,18,21,85.7,6,42,48,27,19,11,11,19,LAL,NYK,True,True,True,True,True
1362,MIL,127,43,87,49.4,17,45,37.8,24,33,72.7,7,42,49,23,9,4,10,22,MIL,SAS,True,True,True,True,False
1363,TOR,117,40,84,47.6,17,39,43.6,20,25,80.0,10,35,45,29,12,5,7,15,TOR,CLE,True,True,True,True,True
1364,WAS,123,43,84,51.2,17,37,45.9,20,30,66.7,9,31,40,26,10,13,6,27,WAS,MIA,True,True,True,True,True
1365,CHI,102,40,107,37.4,17,44,38.6,5,8,62.5,14,29,43,26,10,10,2,20,CHI,MIL,False,False,False,False,False
1366,MIN,122,42,104,40.4,17,44,38.6,21,29,72.4,11,49,60,20,14,12,8,22,MIN,BKN,True,True,True,False,False
1367,UTA,120,45,86,52.3,17,35,48.6,13,17,76.5,6,41,47,25,13,4,2,20,UTA,LAC,True,True,True,True,True
1368,UTA,114,39,75,52.0,17,34,50.0,19,20,95.0,8,34,42,27,21,7,4,27,UTA,CHA,True,True,True,False,False
1369,POR,118,42,84,50.0,17,36,47.2,17,19,89.5,11,43,54,16,21,4,11,24,POR,ORL,True,True,True,True,True
1370,CLE,114,40,92,43.5,17,37,45.9,17,23,73.9,16,44,60,26,16,4,10,12,CLE,MEM,True,True,True,False,False
1371,ORL,130,46,89,51.7,17,34,50.0,21,26,80.8,8,31,39,32,10,8,2,15,ORL,NOP,True,True,True,True,True
1372,DAL,118,45,101,44.6,17,44,38.6,11,17,64.7,8,40,48,30,11,4,3,27,DAL,MIA,False,False,False,False,False
1373,SAC,101,39,83,47.0,17,39,43.6,6,8,75.0,8,33,41,19,14,0,3,18,SAC,NYK,False,False,False,False,False
1374,HOU,116,43,87,49.4,17,42,40.5,13,13,100.0,11,25,36,18,13,10,6,14,HOU,CLE,True,True,True,False,False
1375,POR,115,39,90,43.3,17,41,41.5,20,24,83.3,11,47,58,20,12,6,7,21,POR,NYK,True,True,True,True,True
1376,HOU,118,41,84,48.8,17,50,34.0,19,23,82.6,11,40,51,25,19,4,6,20,HOU,SAC,False,False,False,False,False
1377,DAL,106,41,86,47.7,17,44,38.6,7,8,87.5,10,30,40,24,13,3,1,11,DAL,SAC,False,False,False,False,False
1378,CHA,104,36,83,43.4,17,40,42.5,15,17,88.2,10,24,34,23,19,6,6,16,CHA,BKN,False,False,False,False,False
1379,LAL,136,46,85,54.1,17,36,47.2,27,33,81.8,3,42,45,26,19,10,8,23,LAL,POR,True,True,True,True,True
1380,CHI,98,39,88,44.3,17,41,41.5,3,5,60.0,10,27,37,21,15,11,2,20,CHI,GSW,False,False,False,False,False
1381,NOP,132,44,87,50.6,17,41,41.5,27,35,77.1,6,34,40,27,24,13,9,29,NOP,PHX,False,False,False,False,False
1382,MIN,114,37,89,41.6,17,38,44.7,23,26,88.5,15,29,44,23,13,5,7,21,MIN,DAL,False,False,False,False,False
1383,LAC,117,43,94,45.7,17,34,50.0,14,25,56.0,11,38,49,25,11,7,3,15,LAC,POR,True,True,True,True,True
1384,DAL,114,42,97,43.3,17,49,34.7,13,18,72.2,16,35,51,24,13,11,1,20,DAL,LAL,True,True,True,True,True
1385,NOP,104,39,87,44.8,17,38,44.7,9,10,90.0,3,38,41,22,11,6,7,22,NOP,OKC,False,False,False,False,False
1386,CLE,110,44,88,50.0,17,34,50.0,5,10,50.0,8,33,41,32,15,7,1,22,CLE,MIL,False,False,False,False,False
1387,BKN,112,43,93,46.2,17,41,41.5,9,13,69.2,13,36,49,30,20,9,6,24,BKN,BOS,True,True,False,False,False
1388,DAL,120,35,85,41.2,17,47,36.2,33,38,86.8,9,38,47,20,8,7,3,24,DAL,PHX,True,True,True,False,False
1389,NOP,110,34,84,40.5,17,40,42.5,25,30,83.3,13,29,42,20,20,7,4,23,NOP,LAL,False,False,False,False,False
1390,DAL,137,49,102,48.0,17,44,38.6,22,28,78.6,12,34,46,28,12,9,5,22,DAL,HOU,True,True,True,True,True
1391,NOP,120,42,101,41.6,17,41,41.5,19,20,95.0,9,29,38,21,10,7,6,24,NOP,UTA,False,False,False,False,False
1392,LAL,130,45,88,51.1,17,31,54.8,23,29,79.3,11,34,45,32,16,7,6,20,LAL,OKC,True,False,False,False,False
1393,DET,128,49,82,59.8,17,34,50.0,13,20,65.0,12,30,42,30,19,13,10,17,DET,ATL,True,True,True,True,True
1394,POR,129,50,103,48.5,17,39,43.6,12,14,85.7,9,32,41,32,8,6,11,27,POR,MIL,False,False,False,False,False
1395,LAC,107,39,93,41.9,17,45,37.8,12,16,75.0,14,39,53,26,23,12,9,18,LAC,BOS,True,False,False,False,False
1396,MIL,135,46,87,52.9,17,43,39.5,26,34,76.5,8,38,46,25,19,6,8,25,MIL,ATL,True,True,True,True,False
1397,DAL,117,42,84,50.0,17,41,41.5,16,23,69.6,9,32,41,28,13,4,3,19,DAL,SAS,True,True,True,False,False
1398,CLE,105,36,76,47.4,17,36,47.2,16,30,53.3,10,31,41,18,20,2,1,26,CLE,NYK,False,False,False,False,False
1399,HOU,132,47,100,47.0,17,45,37.8,21,26,80.8,17,41,58,24,16,9,10,21,HOU,POR,True,True,True,True,True
1400,CHA,103,36,87,41.4,17,48,35.4,14,19,73.7,12,30,42,22,10,5,3,18,CHA,NYK,True,False,False,False,False
1401,TOR,102,37,89,41.6,17,41,41.5,11,15,73.3,7,35,42,21,15,7,2,20,TOR,DAL,False,False,False,False,False
1402,LAC,150,50,93,53.8,17,33,51.5,33,35,94.3,12,41,53,30,21,10,12,28,LAC,ATL,True,True,True,True,True
1403,MEM,119,48,89,53.9,17,35,48.6,6,9,66.7,11,34,45,32,24,9,5,21,MEM,CHA,True,False,False,False,False
1404,POR,106,38,96,39.6,17,48,35.4,13,16,81.3,11,32,43,24,12,3,7,16,POR,TOR,False,False,False,False,False
1405,OKC,119,45,91,49.5,17,42,40.5,12,17,70.6,5,30,35,31,15,11,4,20,OKC,MIL,False,False,False,False,False
1406,HOU,107,35,93,37.6,17,50,34.0,20,29,69.0,14,37,51,20,18,6,5,21,HOU,MEM,True,True,True,False,False
1407,MIN,131,51,94,54.3,17,39,43.6,12,17,70.6,3,44,47,33,22,9,10,23,MIN,WAS,True,True,True,True,True
1408,MIL,123,47,93,50.5,17,47,36.2,12,18,66.7,11,47,58,24,14,11,4,19,MIL,ORL,True,True,True,True,True
1409,POR,102,34,86,39.5,17,35,48.6,17,24,70.8,9,40,49,19,19,9,8,30,POR,OKC,True,False,False,False,False
1410,BOS,116,41,92,44.6,17,41,41.5,17,21,81.0,5,40,45,25,10,4,4,20,BOS,MIL,True,True,True,True,True
1411,MIL,129,48,92,52.2,17,38,44.7,16,24,66.7,8,42,50,29,12,9,7,15,MIL,CLE,True,True,True,True,True
1412,MIL,126,41,94,43.6,17,54,31.5,27,35,77.1,5,42,47,22,18,8,4,32,MIL,MIA,False,False,False,False,False
1413,PHX,130,43,86,50.0,17,43,39.5,27,34,79.4,9,40,49,32,16,9,3,34,PHX,LAC,True,True,True,True,False
1414,NYK,109,38,81,46.9,17,25,68.0,16,28,57.1,9,30,39,17,26,14,4,31,NYK,BKN,False,False,False,False,False
1415,POR,125,49,92,53.3,18,37,48.6,9,12,75.0,9,41,50,28,12,2,6,19,POR,SAS,True,True,True,True,False
1416,CLE,134,52,92,56.5,18,35,51.4,12,18,66.7,5,29,34,34,15,6,3,18,CLE,NYK,False,False,False,False,False
1417,DAL,112,36,86,41.9,18,45,40.0,22,23,95.7,12,39,51,20,12,3,2,15,DAL,IND,True,True,True,True,False
1418,GSW,131,48,90,53.3,18,35,51.4,17,19,89.5,10,34,44,39,11,11,10,16,GSW,CLE,True,True,True,True,True
1419,UTA,107,40,94,42.6,18,41,43.9,9,9,100.0,11,26,37,19,10,6,4,17,UTA,POR,False,False,False,False,False
1420,SAC,133,44,88,50.0,18,40,45.0,27,34,79.4,9,35,44,27,16,6,8,27,SAC,MIN,True,True,False,False,False
1421,PHI,95,32,84,38.1,18,46,39.1,13,18,72.2,8,37,45,25,13,8,6,23,PHI,TOR,False,False,False,False,False
1422,OKC,108,37,84,44.0,18,46,39.1,16,18,88.9,6,29,35,29,10,4,5,20,OKC,MIA,False,False,False,False,False
1423,CHA,112,40,90,44.4,18,38,47.4,14,18,77.8,10,32,42,24,8,7,3,20,CHA,POR,False,False,False,False,False
1424,HOU,139,49,95,51.6,18,45,40.0,23,29,79.3,12,46,58,29,22,9,6,24,HOU,MIN,True,True,True,True,True
1425,UTA,109,40,79,50.6,18,42,42.9,11,14,78.6,9,31,40,28,16,9,6,20,UTA,CHA,True,True,True,True,True
1426,CHI,105,37,80,46.3,18,41,43.9,13,16,81.3,6,30,36,16,16,6,3,15,CHI,IND,False,False,False,False,False
1427,NOP,123,48,86,55.8,18,38,47.4,9,17,52.9,6,37,43,35,20,8,6,16,NOP,NYK,True,True,True,True,True
1428,ATL,115,35,77,45.5,18,39,46.2,27,32,84.4,4,30,34,24,10,3,5,22,ATL,DEN,False,False,False,False,False
1429,LAC,135,45,83,54.2,18,32,56.3,27,33,81.8,10,32,42,25,19,4,3,27,LAC,NYK,True,False,False,False,False
1430,MEM,121,45,83,54.2,18,42,42.9,13,17,76.5,3,39,42,31,17,4,8,22,MEM,PHX,True,True,True,False,False
1431,MIA,122,47,90,52.2,18,44,40.9,10,16,62.5,11,36,47,34,11,4,5,17,MIA,POR,True,True,True,True,True
1432,MEM,139,49,96,51.0,18,39,46.2,23,27,85.2,11,43,54,36,9,8,10,23,MEM,LAC,True,True,True,True,True
1433,DAL,123,45,89,50.6,18,38,47.4,15,17,88.2,12,34,46,22,14,4,8,21,DAL,BKN,True,True,True,True,True
1434,NOP,127,50,102,49.0,18,44,40.9,9,13,69.2,14,32,46,32,9,9,4,17,NOP,HOU,True,True,True,True,True
1435,GSW,121,45,93,48.4,18,39,46.2,13,17,76.5,9,33,42,28,13,4,3,19,GSW,DAL,False,False,False,False,False
1436,NOP,120,43,93,46.2,18,42,42.9,16,20,80.0,11,38,49,25,13,9,2,18,NOP,IND,True,True,True,True,True
1437,SAS,136,53,93,57.0,18,35,51.4,12,15,80.0,7,44,51,30,11,8,7,20,SAS,DET,True,True,True,True,True
1438,NOP,112,41,90,45.6,18,43,41.9,12,12,100.0,14,38,52,23,19,9,5,14,NOP,DEN,True,True,True,True,True
1439,IND,120,45,95,47.4,18,42,42.9,12,20,60.0,13,32,45,34,14,7,8,22,IND,TOR,True,True,False,False,False
1440,MIL,123,41,85,48.2,18,43,41.9,23,35,65.7,8,44,52,26,19,9,14,16,MIL,NYK,True,True,True,True,True
1441,CHI,119,40,77,51.9,18,35,51.4,21,25,84.0,11,35,46,21,21,8,4,13,CHI,DET,True,True,True,True,True
1442,MIA,129,43,77,55.8,18,38,47.4,25,34,73.5,9,42,51,34,18,6,3,22,MIA,NYK,True,True,True,True,True
1443,WAS,133,49,88,55.7,18,34,52.9,17,21,81.0,7,28,35,31,16,6,5,27,WAS,DET,True,True,True,True,True
1444,DEN,114,42,88,47.7,18,36,50.0,12,19,63.2,15,33,48,25,11,6,2,13,DEN,POR,True,True,True,True,True
1445,DEN,102,36,89,40.4,18,42,42.9,12,14,85.7,7,30,37,25,13,4,5,23,DEN,BKN,False,False,False,False,False
1446,ATL,122,44,91,48.4,18,45,40.0,16,17,94.1,11,37,48,28,14,8,8,24,ATL,CHA,True,True,True,True,True
1447,DET,127,51,94,54.3,18,35,51.4,7,11,63.6,10,36,46,33,11,11,7,16,DET,CLE,True,True,True,True,True
1448,MIN,113,37,85,43.5,18,40,45.0,21,27,77.8,7,46,53,28,11,4,6,19,MIN,SAS,True,True,True,True,True
1449,SAC,102,37,79,46.8,18,47,38.3,10,15,66.7,8,28,36,28,17,3,8,18,SAC,BOS,False,False,False,False,False
1450,IND,126,51,94,54.3,18,33,54.5,6,10,60.0,10,37,47,29,13,6,6,11,IND,MEM,True,True,True,True,True
1451,NYK,101,37,80,46.3,18,35,51.4,9,16,56.3,9,34,43,22,19,6,4,29,NYK,BKN,False,False,False,False,False
1452,WAS,138,54,92,58.7,18,30,60.0,12,15,80.0,6,32,38,37,17,4,3,20,WAS,SAS,True,True,True,False,False
1453,NOP,108,37,89,41.6,18,46,39.1,16,20,80.0,11,37,48,24,15,3,5,21,NOP,GSW,True,True,True,True,False
1454,DEN,131,49,89,55.1,18,32,56.3,15,23,65.2,6,33,39,36,12,10,10,24,DEN,MEM,True,True,True,True,True
1455,NOP,132,47,98,48.0,18,34,52.9,20,29,69.0,18,33,51,26,14,11,5,25,NOP,LAC,True,True,False,False,False
1456,CHI,115,38,93,40.9,18,43,41.9,21,25,84.0,10,35,45,25,20,14,1,29,CHI,MIL,False,False,False,False,False
1457,DAL,138,52,97,53.6,18,42,42.9,16,20,80.0,12,35,47,27,15,8,5,14,DAL,MEM,True,True,True,True,True
1458,SAC,121,42,76,55.3,18,31,58.1,19,22,86.4,9,27,36,27,15,7,7,19,SAC,ATL,True,True,True,True,True
1459,MIL,129,42,98,42.9,18,49,36.7,27,34,79.4,14,40,54,18,15,7,11,28,MIL,LAC,True,True,False,False,False
1460,MIA,129,47,89,52.8,18,41,43.9,17,22,77.3,5,41,46,38,18,14,7,21,MIA,HOU,True,True,True,True,True
1461,CLE,111,39,96,40.6,18,48,37.5,15,22,68.2,12,29,41,24,9,9,4,14,CLE,DAL,False,False,False,False,False
1462,UTA,113,44,78,56.4,18,37,48.6,7,12,58.3,2,41,43,28,21,6,1,22,UTA,SAC,True,True,True,True,True
1463,NOP,123,46,100,46.0,18,50,36.0,13,16,81.3,9,33,42,27,17,9,2,30,NOP,HOU,False,False,False,False,False
1464,TOR,106,37,78,47.4,18,36,50.0,14,17,82.4,5,41,46,22,23,2,6,28,TOR,BOS,False,False,False,False,False
1465,LAC,141,50,80,62.5,18,32,56.3,23,30,76.7,3,36,39,33,20,7,5,24,LAC,GSW,True,True,True,True,True
1466,DEN,108,34,81,42.0,18,32,56.3,22,27,81.5,11,34,45,24,20,11,4,23,DEN,POR,True,True,True,True,False
1467,PHI,101,37,99,37.4,19,45,42.2,8,14,57.1,11,39,50,24,11,7,4,14,PHI,MIL,False,False,False,False,False
1468,HOU,121,43,85,50.6,19,42,45.2,16,18,88.9,6,31,37,20,16,8,5,22,HOU,LAL,True,True,True,True,False
1469,IND,118,43,82,52.4,19,39,48.7,13,16,81.3,8,34,42,29,19,6,5,18,IND,TOR,False,False,False,False,False
1470,LAL,129,44,86,51.2,19,43,44.2,22,27,81.5,11,35,46,33,15,10,5,22,LAL,SAC,True,True,True,True,True
1471,MIL,151,50,90,55.6,19,37,51.4,32,35,91.4,11,35,46,31,15,3,3,26,MIL,WAS,True,True,True,True,True
1472,DAL,107,41,99,41.4,19,51,37.3,6,9,66.7,12,44,56,21,9,3,3,16,DAL,OKC,True,True,True,True,False
1473,GSW,118,40,82,48.8,19,39,48.7,19,23,82.6,7,31,38,31,20,6,3,16,GSW,IND,False,False,False,False,False
1474,LAL,128,47,94,50.0,19,38,50.0,15,20,75.0,11,41,52,28,16,9,6,15,LAL,BKN,True,True,True,True,True
1475,ATL,121,41,82,50.0,19,40,47.5,20,27,74.1,8,35,43,21,19,10,6,18,ATL,SAS,True,False,False,False,False
1476,SAS,126,45,88,51.1,19,35,54.3,17,19,89.5,10,44,54,23,13,4,2,16,SAS,MIL,True,True,True,True,True
1477,DET,132,46,86,53.5,19,48,39.6,21,26,80.8,11,37,48,32,15,5,5,23,DET,WAS,True,True,True,True,True
1478,HOU,139,51,87,58.6,19,41,46.3,18,23,78.3,5,32,37,23,10,4,5,23,HOU,PHX,True,True,True,True,True
1479,NOP,119,47,88,53.4,19,43,44.2,6,12,50.0,11,29,40,34,17,6,7,21,NOP,ORL,False,False,False,False,False
1480,MIL,127,50,93,53.8,19,39,48.7,8,9,88.9,5,38,43,27,15,13,2,17,MIL,NOP,True,True,True,True,True
1481,UTA,126,45,80,56.3,19,34,55.9,17,18,94.4,9,32,41,32,22,8,0,25,UTA,MEM,True,True,True,True,True
1482,DAL,118,38,88,43.2,19,45,42.2,23,27,85.2,10,41,51,22,12,5,8,14,DAL,NOP,True,True,True,True,True
1483,TOR,130,47,90,52.2,19,36,52.8,17,21,81.0,7,36,43,36,14,14,8,24,TOR,UTA,True,True,True,True,True
1484,CHA,110,40,83,48.2,19,38,50.0,11,15,73.3,11,26,37,26,10,8,6,17,CHA,DET,True,False,False,False,False
1485,WAS,140,51,89,57.3,19,35,54.3,19,20,95.0,4,30,34,32,16,9,5,20,WAS,PHX,True,True,True,True,False
1486,MIA,124,41,78,52.6,19,37,51.4,23,31,74.2,12,32,44,25,24,8,5,20,MIA,CLE,True,True,True,True,True
1487,WAS,121,46,97,47.4,19,41,46.3,10,12,83.3,9,29,38,31,9,7,2,21,WAS,ORL,False,False,False,False,False
1488,HOU,125,43,94,45.7,19,49,38.8,20,22,90.9,14,28,42,15,12,7,3,18,HOU,MIN,True,True,True,True,True
1489,PHX,138,52,99,52.5,19,42,45.2,15,19,78.9,5,37,42,37,7,8,7,17,PHX,BKN,True,True,True,True,True
1490,HOU,117,39,83,47.0,19,44,43.2,20,28,71.4,9,46,55,18,24,12,7,21,HOU,CHI,True,True,True,True,True
1491,TOR,122,41,93,44.1,19,43,44.2,21,24,87.5,10,43,53,27,17,9,3,24,TOR,NOP,True,True,True,True,True
1492,POR,128,45,78,57.7,19,34,55.9,19,25,76.0,4,32,36,21,18,7,4,21,POR,PHI,False,False,False,False,False
1493,BKN,123,42,85,49.4,19,32,59.4,20,28,71.4,10,45,55,26,22,8,7,21,BKN,HOU,True,True,True,False,False
1494,NOP,122,43,102,42.2,19,45,42.2,17,20,85.0,16,37,53,30,19,4,9,34,NOP,TOR,False,False,False,False,False
1495,HOU,125,43,97,44.3,20,60,33.3,19,23,82.6,7,34,41,25,5,11,5,19,HOU,CHA,True,True,True,True,True
1496,DAL,123,44,94,46.8,20,39,51.3,15,16,93.8,10,43,53,26,9,6,8,14,DAL,ATL,True,True,True,True,True
1497,POR,139,49,90,54.4,20,35,57.1,21,25,84.0,12,31,43,27,17,1,7,21,POR,IND,True,True,True,True,False
1498,DAL,120,39,89,43.8,20,47,42.6,22,28,78.6,13,30,43,19,13,6,4,17,DAL,POR,True,True,True,True,False
1499,GSW,131,42,95,44.2,20,45,44.4,27,31,87.1,10,32,42,36,19,12,6,20,GSW,DEN,False,False,False,False,False
1500,MEM,114,38,98,38.8,20,49,40.8,18,23,78.3,11,34,45,27,13,9,5,26,MEM,MIL,False,False,False,False,False
1501,ATL,121,45,95,47.4,20,54,37.0,11,18,61.1,4,33,37,30,12,4,6,23,ATL,MIA,False,False,False,False,False
1502,SAC,119,40,88,45.5,20,45,44.4,19,22,86.4,9,28,37,24,10,14,5,17,SAC,HOU,True,False,False,False,False
1503,MIL,137,54,96,56.3,20,44,45.5,9,15,60.0,7,46,53,41,7,7,3,13,MIL,CHA,True,True,True,True,True
1504,DAL,143,58,100,58.0,20,37,54.1,7,9,77.8,10,39,49,31,5,8,7,18,DAL,CLE,True,True,True,True,True
1505,TOR,132,50,97,51.5,20,43,46.5,12,15,80.0,16,37,53,40,11,13,2,25,TOR,CHA,True,True,True,True,True
1506,SAC,120,42,95,44.2,20,44,45.5,16,21,76.2,12,31,43,23,14,8,7,23,SAC,TOR,False,False,False,False,False
1507,DAL,131,50,94,53.2,20,41,48.8,11,13,84.6,11,40,51,34,14,5,6,21,DAL,CLE,True,True,True,True,True
1508,WAS,158,57,91,62.6,20,36,55.6,24,29,82.8,11,29,40,31,19,6,4,27,WAS,HOU,False,False,False,False,False
1509,HOU,128,45,98,45.9,21,45,46.7,17,20,85.0,7,30,37,25,7,11,5,20,HOU,DAL,True,True,True,False,False
1510,SAC,124,44,88,50.0,21,41,51.2,15,18,83.3,11,36,47,27,12,11,8,21,SAC,LAC,True,True,True,True,True
1511,BKN,113,40,91,44.0,21,46,45.7,12,15,80.0,8,33,41,30,16,12,3,17,BKN,LAL,False,False,False,False,False
1512,POR,125,46,91,50.5,21,39,53.8,12,15,80.0,11,32,43,20,15,4,4,20,POR,DAL,False,False,False,False,False
1513,NOP,126,42,88,47.7,21,48,43.8,21,24,87.5,5,38,43,24,17,7,7,18,NOP,MEM,True,True,True,True,False
1514,PHI,121,44,101,43.6,21,44,47.7,12,15,80.0,14,35,49,29,8,9,7,12,PHI,MIL,True,True,True,True,True
1515,DEN,129,49,87,56.3,21,39,53.8,10,18,55.6,9,39,48,38,14,8,5,19,DEN,NYK,True,True,True,True,True
1516,CHA,106,40,87,46.0,21,48,43.8,5,8,62.5,11,33,44,30,15,11,7,20,CHA,GSW,True,True,True,True,True
1517,BKN,110,40,90,44.4,21,56,37.5,9,19,47.4,11,27,38,32,17,5,6,22,BKN,BOS,False,False,False,False,False
1518,TOR,126,46,94,48.9,21,41,51.2,13,17,76.5,17,35,52,26,12,6,4,18,TOR,NYK,True,True,True,True,True
1519,UTA,118,43,85,50.6,21,45,46.7,11,12,91.7,4,36,40,29,17,4,6,23,UTA,MIL,False,False,False,False,False
1520,HOU,129,48,97,49.5,21,45,46.7,12,19,63.2,11,39,50,31,13,7,9,20,HOU,GSW,True,True,True,True,True
1521,DEN,127,48,100,48.0,22,46,47.8,9,9,100.0,7,43,50,29,13,8,10,19,DEN,MIL,True,True,True,True,True
1522,DAL,133,48,93,51.6,22,47,46.8,15,24,62.5,12,29,41,27,9,5,7,17,DAL,POR,True,True,True,True,False
1523,TOR,140,52,91,57.1,22,43,51.2,14,16,87.5,7,34,41,35,19,16,2,24,TOR,WAS,True,True,True,True,True
1524,HOU,130,48,86,55.8,22,39,56.4,12,13,92.3,7,35,42,21,9,5,7,20,HOU,ORL,True,True,True,True,True
1525,HOU,119,40,98,40.8,22,55,40.0,17,19,89.5,20,34,54,29,23,11,2,24,HOU,TOR,True,True,True,True,False
1526,CHI,116,43,95,45.3,22,47,46.8,8,12,66.7,13,26,39,27,13,12,3,20,CHI,CHA,True,False,False,False,False
1527,DAL,142,51,90,56.7,22,38,57.9,18,23,78.3,8,42,50,33,12,7,7,21,DAL,GSW,True,True,True,True,True
1528,MIN,129,43,89,48.3,23,46,50.0,20,33,60.6,10,35,45,29,22,7,8,27,MIN,SAC,False,False,False,False,False
1529,HOU,159,55,103,53.4,23,54,42.6,26,33,78.8,19,25,44,34,13,10,5,24,HOU,WAS,True,False,False,False,False
1530,CHA,126,45,88,51.1,23,44,52.3,13,16,81.3,9,32,41,28,19,3,4,18,CHA,CHI,True,False,False,False,False
1531,LAC,128,45,89,50.6,24,54,44.4,14,19,73.7,8,43,51,35,14,6,5,21,LAC,MIA,True,True,True,True,True
1532,DAL,141,48,92,52.2,24,51,47.1,21,21,100.0,9,37,46,35,13,11,7,17,DAL,GSW,True,True,True,True,True
